term,all_text,labels,valid_until,country_codes,countries,node_id,sourceID,address,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note,filename,inactivation_date,struck_off_date,all_text_low
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56059441_Paradise Papers - Malta corporate registry_NA_AMADEO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56059441,Paradise Papers - Malta corporate registry,,AMADEO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56059441_paradise papers - malta corporate registry_na_amadeo mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56053982_Paradise Papers - Malta corporate registry_NA_KATY MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56053982,Paradise Papers - Malta corporate registry,,KATY MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56053982_paradise papers - malta corporate registry_na_katy mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56066061_Paradise Papers - Malta corporate registry_NA_GEORGE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56066061,Paradise Papers - Malta corporate registry,,GEORGE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56066061_paradise papers - malta corporate registry_na_george mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56069228_Paradise Papers - Malta corporate registry_NA_ANNA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56069228,Paradise Papers - Malta corporate registry,,ANNA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56069228_paradise papers - malta corporate registry_na_anna mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56069773_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56069773,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56069773_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56060057_Paradise Papers - Malta corporate registry_NA_FRANCIS MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56060057,Paradise Papers - Malta corporate registry,,FRANCIS MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56060057_paradise papers - malta corporate registry_na_francis mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56063586_Paradise Papers - Malta corporate registry_NA_CARMELO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56063586,Paradise Papers - Malta corporate registry,,CARMELO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56063586_paradise papers - malta corporate registry_na_carmelo mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56055460_Paradise Papers - Malta corporate registry_NA_MABEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56055460,Paradise Papers - Malta corporate registry,,MABEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56055460_paradise papers - malta corporate registry_na_mabel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56055600_Paradise Papers - Malta corporate registry_NA_CARMEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56055600,Paradise Papers - Malta corporate registry,,CARMEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56055600_paradise papers - malta corporate registry_na_carmel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56067386_Paradise Papers - Malta corporate registry_NA_ANNUNZIATO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56067386,Paradise Papers - Malta corporate registry,,ANNUNZIATO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56067386_paradise papers - malta corporate registry_na_annunziato mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56062084_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56062084,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56062084_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56067597_Paradise Papers - Malta corporate registry_NA_ALEX MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56067597,Paradise Papers - Malta corporate registry,,ALEX MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56067597_paradise papers - malta corporate registry_na_alex mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56068776_Paradise Papers - Malta corporate registry_NA_AMBROSE LUNGARO-MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56068776,Paradise Papers - Malta corporate registry,,AMBROSE LUNGARO-MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56068776_paradise papers - malta corporate registry_na_ambrose lungaro-mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56064342_Paradise Papers - Malta corporate registry_NA_JOHN RICHARD MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56064342,Paradise Papers - Malta corporate registry,,JOHN RICHARD MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56064342_paradise papers - malta corporate registry_na_john richard mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56064952_Paradise Papers - Malta corporate registry_NA_STEPHEN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56064952,Paradise Papers - Malta corporate registry,,STEPHEN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56064952_paradise papers - malta corporate registry_na_stephen mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56065138_Paradise Papers - Malta corporate registry_NA_SAMUEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56065138,Paradise Papers - Malta corporate registry,,SAMUEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56065138_paradise papers - malta corporate registry_na_samuel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56069753_Paradise Papers - Malta corporate registry_NA_RACHEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56069753,Paradise Papers - Malta corporate registry,,RACHEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56069753_paradise papers - malta corporate registry_na_rachel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_GBR;MLT_United Kingdom;Malta_56063062_Paradise Papers - Malta corporate registry_NA_RUTH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,GBR;MLT,United Kingdom;Malta,56063062,Paradise Papers - Malta corporate registry,,RUTH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_gbr;mlt_united kingdom;malta_56063062_paradise papers - malta corporate registry_na_ruth mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56066545_Paradise Papers - Malta corporate registry_NA_MARY ROSE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56066545,Paradise Papers - Malta corporate registry,,MARY ROSE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56066545_paradise papers - malta corporate registry_na_mary rose mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_GBR;MLT_United Kingdom;Malta_56056622_Paradise Papers - Malta corporate registry_NA_ALEX MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,GBR;MLT,United Kingdom;Malta,56056622,Paradise Papers - Malta corporate registry,,ALEX MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_gbr;mlt_united kingdom;malta_56056622_paradise papers - malta corporate registry_na_alex mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56057502_Paradise Papers - Malta corporate registry_NA_CHARISSE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56057502,Paradise Papers - Malta corporate registry,,CHARISSE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56057502_paradise papers - malta corporate registry_na_charisse mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56057529_Paradise Papers - Malta corporate registry_NA_HUBERT MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56057529,Paradise Papers - Malta corporate registry,,HUBERT MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56057529_paradise papers - malta corporate registry_na_hubert mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56068076_Paradise Papers - Malta corporate registry_NA_STEPHEN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56068076,Paradise Papers - Malta corporate registry,,STEPHEN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56068076_paradise papers - malta corporate registry_na_stephen mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56068725_Paradise Papers - Malta corporate registry_NA_CARMEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56068725,Paradise Papers - Malta corporate registry,,CARMEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56068725_paradise papers - malta corporate registry_na_carmel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56058267_Paradise Papers - Malta corporate registry_NA_SILVESTER MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56058267,Paradise Papers - Malta corporate registry,,SILVESTER MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56058267_paradise papers - malta corporate registry_na_silvester mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56058361_Paradise Papers - Malta corporate registry_NA_JOHN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56058361,Paradise Papers - Malta corporate registry,,JOHN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56058361_paradise papers - malta corporate registry_na_john mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56078281_Paradise Papers - Malta corporate registry_NA_L. MIFSUD LIMITED_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56078281,Paradise Papers - Malta corporate registry,,L. MIFSUD LIMITED,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56078281_paradise papers - malta corporate registry_na_l. mifsud limited_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56065376_Paradise Papers - Malta corporate registry_NA_MARK MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56065376,Paradise Papers - Malta corporate registry,,MARK MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56065376_paradise papers - malta corporate registry_na_mark mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56066015_Paradise Papers - Malta corporate registry_NA_ANNA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56066015,Paradise Papers - Malta corporate registry,,ANNA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56066015_paradise papers - malta corporate registry_na_anna mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56059776_Paradise Papers - Malta corporate registry_NA_CARMEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56059776,Paradise Papers - Malta corporate registry,,CARMEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56059776_paradise papers - malta corporate registry_na_carmel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56066893_Paradise Papers - Malta corporate registry_NA_REDEEMER MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56066893,Paradise Papers - Malta corporate registry,,REDEEMER MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56066893_paradise papers - malta corporate registry_na_redeemer mifsud_na_na_na_na_na_na_na_na_na_na
